Norder,Npix,Dir
4,177,0
4,178,0
4,179,0
4,180,0
4,181,0
4,182,0
4,183,0
4,184,0
4,185,0
4,186,0
4,187,0
4,188,0
4,189,0
4,192,0
4,193,0
4,194,0
4,195,0
4,196,0
4,197,0
4,198,0
4,199,0
4,200,0
4,201,0
4,202,0
4,203,0
4,204,0
4,205,0
4,206,0
4,207,0
4,208,0
4,209,0
4,210,0
4,211,0
4,216,0
4,217,0
4,218,0
4,219,0
4,224,0
4,225,0
4,226,0
4,227,0
4,228,0
4,229,0
4,230,0
4,231,0
4,232,0
4,233,0
4,234,0
4,235,0
4,236,0
4,237,0
4,238,0
4,239,0
4,240,0
4,241,0
4,242,0
4,243,0
4,424,0
4,425,0
4,426,0
4,427,0
4,768,0
4,769,0
4,770,0
4,771,0
4,776,0
4,777,0
4,778,0
4,779,0
4,780,0
4,781,0
4,782,0
4,783,0
4,792,0
4,793,0
4,794,0
4,795,0
4,801,0
4,804,0
4,805,0
4,807,0
4,816,0
4,817,0
4,818,0
4,819,0
4,820,0
4,821,0
4,822,0
4,823,0
4,844,0
4,845,0
4,846,0
4,847,0
4,856,0
4,857,0
4,858,0
4,859,0
4,860,0
4,861,0
4,862,0
4,863,0
4,864,0
4,865,0
4,866,0
4,867,0
4,868,0
4,869,0
4,870,0
4,871,0
4,880,0
4,881,0
4,882,0
4,883,0
4,884,0
4,885,0
4,886,0
4,887,0
4,892,0
4,893,0
4,894,0
4,895,0
4,906,0
4,907,0
4,916,0
4,917,0
4,918,0
4,919,0
4,923,0
4,926,0
4,927,0
4,928,0
4,929,0
4,930,0
4,931,0
4,932,0
4,933,0
4,934,0
4,935,0
4,944,0
4,945,0
4,946,0
4,947,0
4,948,0
4,949,0
4,950,0
4,951,0
4,963,0
4,966,0
4,970,0
4,971,0
4,972,0
4,973,0
4,974,0
4,975,0
4,979,0
4,980,0
4,981,0
4,982,0
4,983,0
4,984,0
4,985,0
4,986,0
4,987,0
4,988,0
4,989,0
4,990,0
4,991,0
4,992,0
4,993,0
4,994,0
4,995,0
4,996,0
4,997,0
4,998,0
4,999,0
4,1296,0
4,1297,0
4,1298,0
4,1299,0
4,1300,0
4,1301,0
4,1302,0
4,1303,0
4,1304,0
4,1305,0
4,1306,0
4,1307,0
4,1308,0
4,1309,0
4,1310,0
4,1311,0
4,1332,0
4,1333,0
4,1334,0
4,1335,0
4,1340,0
4,1341,0
4,1342,0
4,1343,0
4,1344,0
4,1345,0
4,1346,0
4,1347,0
4,1348,0
4,1349,0
4,1350,0
4,1351,0
4,1352,0
4,1353,0
4,1354,0
4,1355,0
4,1356,0
4,1357,0
4,1358,0
4,1359,0
4,1368,0
4,1369,0
4,1370,0
4,1371,0
4,1376,0
4,1377,0
4,1378,0
4,1379,0
4,1380,0
4,1381,0
4,1382,0
4,1383,0
4,1384,0
4,1385,0
4,1386,0
4,1387,0
4,1388,0
4,1389,0
4,1390,0
4,1391,0
4,1392,0
4,1393,0
4,1394,0
4,1395,0
4,1400,0
4,1401,0
4,1402,0
4,1403,0
4,1472,0
4,1473,0
4,1474,0
4,1475,0
4,1476,0
4,1477,0
4,1478,0
4,1479,0
4,1480,0
4,1481,0
4,1482,0
4,1483,0
4,1484,0
4,1485,0
4,1486,0
4,1487,0
4,1488,0
4,1489,0
4,1490,0
4,1491,0
4,1492,0
4,1493,0
4,1494,0
4,1495,0
4,1496,0
4,1497,0
4,1498,0
4,1499,0
4,1500,0
4,1501,0
4,1502,0
4,1503,0
4,1508,0
4,1509,0
4,1510,0
4,1511,0
4,1516,0
4,1517,0
4,1518,0
4,1519,0
4,1520,0
4,1521,0
4,1522,0
4,1523,0
4,1524,0
4,1525,0
4,1526,0
4,1527,0
4,1528,0
4,1529,0
4,1530,0
4,1531,0
4,1532,0
4,1533,0
4,1534,0
4,1535,0
4,1834,0
4,1835,0
4,1838,0
4,1850,0
4,1851,0
4,1857,0
4,1860,0
4,1861,0
4,1862,0
4,1863,0
4,1872,0
4,1873,0
4,1874,0
4,1875,0
4,1876,0
4,1877,0
4,1878,0
4,1879,0
4,1880,0
4,1881,0
4,1884,0
4,1885,0
4,1887,0
4,1901,0
4,1920,0
4,1921,0
4,1922,0
4,1923,0
4,1924,0
4,1925,0
4,1926,0
4,1927,0
4,1936,0
4,1937,0
4,1938,0
4,1939,0
4,1940,0
4,1942,0
4,1943,0
4,1944,0
4,1945,0
4,1946,0
4,1947,0
4,1948,0
4,1949,0
4,1950,0
4,1951,0
4,1986,0
4,1987,0
4,1992,0
4,1993,0
4,1994,0
4,1995,0
4,1996,0
4,1997,0
4,1998,0
4,1999,0
4,2008,0
4,2010,0
4,2011,0
4,2014,0
4,2015,0
4,2016,0
4,2017,0
4,2018,0
4,2019,0
4,2020,0
4,2021,0
4,2022,0
4,2023,0
4,2032,0
4,2033,0
4,2034,0
4,2035,0
4,2036,0
4,2037,0
4,2038,0
4,2039,0
4,2064,0
4,2066,0
4,2071,0
4,2081,0
4,2083,0
4,2113,0
4,2114,0
4,2115,0
4,2308,0
4,2309,0
4,2310,0
4,2311,0
4,2316,0
4,2317,0
4,2318,0
4,2319,0
4,2320,0
4,2322,0
4,2328,0
4,2330,0
4,2336,0
4,2337,0
4,2338,0
4,2339,0
4,2340,0
4,2341,0
4,2342,0
4,2343,0
4,2344,0
4,2345,0
4,2346,0
4,2347,0
4,2348,0
4,2349,0
4,2350,0
4,2351,0
4,2352,0
4,2354,0
4,2360,0
4,2362,0
4,2365,0
4,2367,0
4,2381,0
4,2382,0
4,2383,0
4,2385,0
4,2386,0
4,2387,0
4,2388,0
4,2389,0
4,2390,0
4,2391,0
4,2392,0
4,2393,0
4,2394,0
4,2395,0
4,2404,0
4,2405,0
4,2406,0
4,2407,0
4,2408,0
4,2409,0
4,2411,0
4,2412,0
4,2413,0
4,2414,0
4,2415,0
4,2416,0
4,2417,0
4,2418,0
4,2419,0
4,2436,0
4,2437,0
4,2438,0
4,2439,0
4,2444,0
4,2445,0
4,2446,0
4,2447,0
4,2448,0
4,2450,0
4,2453,0
4,2454,0
4,2455,0
4,2456,0
4,2458,0
4,2468,0
4,2469,0
4,2470,0
4,2471,0
4,2476,0
4,2477,0
4,2478,0
4,2479,0
4,2480,0
4,2482,0
4,2488,0
4,2490,0
4,2491,0
4,2496,0
4,2497,0
4,2498,0
4,2499,0
4,2500,0
4,2501,0
4,2502,0
4,2503,0
4,2505,0
4,2507,0
4,2508,0
4,2509,0
4,2510,0
4,2511,0
4,2529,0
4,2531,0
4,2532,0
4,2533,0
4,2534,0
4,2535,0
4,2537,0
4,2538,0
4,2539,0
4,2540,0
4,2541,0
4,2542,0
4,2543,0
4,2560,0
4,2561,0
4,2562,0
4,2563,0
4,2564,0
4,2565,0
4,2566,0
4,2567,0
4,2568,0
4,2569,0
4,2570,0
4,2571,0
4,2572,0
4,2576,0
4,2577,0
4,2578,0
4,2580,0
4,2581,0
4,2592,0
4,2624,0
4,2667,0
4,2670,0
4,2671,0
4,2682,0
4,2683,0
4,2686,0
4,2687,0
4,2702,0
4,2703,0
4,2706,0
4,2707,0
4,2708,0
4,2709,0
4,2710,0
4,2711,0
4,2712,0
4,2713,0
4,2714,0
4,2715,0
4,2716,0
4,2717,0
4,2718,0
4,2719,0
4,2721,0
4,2722,0
4,2723,0
4,2724,0
4,2725,0
4,2726,0
4,2727,0
4,2728,0
4,2729,0
4,2730,0
4,2731,0
4,2736,0
4,2737,0
4,2738,0
4,2739,0
4,2752,0
4,2753,0
4,2754,0
4,2755,0
4,2756,0
4,2757,0
4,2758,0
4,2759,0
4,2760,0
4,2761,0
4,2762,0
4,2763,0
4,2768,0
4,2769,0
4,2770,0
4,2771,0
4,2772,0
4,2773,0
4,2774,0
4,2775,0
4,2848,0
4,2849,0
4,2850,0
4,2851,0
4,2856,0
4,2857,0
4,2858,0
4,2859,0
4,2860,0
4,2861,0
4,2862,0
4,2863,0
4,2944,0
4,2945,0
4,2946,0
4,2947,0
4,2948,0
4,2949,0
4,2950,0
4,2951,0
4,2952,0
4,2953,0
4,2954,0
4,2955,0
4,2956,0
4,2957,0
4,2958,0
4,2959,0
4,2968,0
4,2969,0
4,2970,0
4,2971,0
4,2977,0
4,2980,0
4,2981,0
4,2982,0
4,2983,0
4,2992,0
4,2993,0
4,2994,0
4,2995,0
4,2996,0
4,2997,0
4,2998,0
4,2999,0
4,3004,0
4,3005,0
4,3007,0
4,3040,0
4,3041,0
4,3042,0
4,3043,0
4,3048,0
4,3049,0
4,3050,0
4,3051,0
4,3052,0
4,3053,0
4,3054,0
4,3055,0
4,3064,0
4,3065,0
4,3066,0
4,3067,0
5,760,0
5,761,0
5,762,0
5,763,0
5,764,0
5,765,0
5,766,0
5,767,0
5,3200,0
5,3201,0
5,3202,0
5,3203,0
5,3208,0
5,3209,0
5,3210,0
5,3211,0
5,3212,0
5,3213,0
5,3214,0
5,3215,0
5,3224,0
5,3225,0
5,3226,0
5,3227,0
5,3232,0
5,3233,0
5,3236,0
5,3237,0
5,3238,0
5,3239,0
5,3242,0
5,3243,0
5,3245,0
5,3246,0
5,3247,0
5,3248,0
5,3249,0
5,3250,0
5,3251,0
5,3252,0
5,3253,0
5,3254,0
5,3255,0
5,3256,0
5,3257,0
5,3258,0
5,3259,0
5,3260,0
5,3261,0
5,3262,0
5,3263,0
5,3296,0
5,3297,0
5,3298,0
5,3299,0
5,3300,0
5,3301,0
5,3302,0
5,3303,0
5,3304,0
5,3305,0
5,3306,0
5,3307,0
5,3308,0
5,3309,0
5,3310,0
5,3311,0
5,3312,0
5,3313,0
5,3314,0
5,3315,0
5,3316,0
5,3317,0
5,3318,0
5,3319,0
5,3320,0
5,3321,0
5,3322,0
5,3323,0
5,3324,0
5,3325,0
5,3326,0
5,3327,0
5,3488,0
5,3489,0
5,3490,0
5,3491,0
5,3492,0
5,3493,0
5,3494,0
5,3495,0
5,3496,0
5,3497,0
5,3498,0
5,3499,0
5,3500,0
5,3501,0
5,3502,0
5,3503,0
5,3504,0
5,3505,0
5,3506,0
5,3507,0
5,3508,0
5,3509,0
5,3510,0
5,3511,0
5,3512,0
5,3513,0
5,3514,0
5,3515,0
5,3516,0
5,3517,0
5,3518,0
5,3519,0
5,3552,0
5,3553,0
5,3554,0
5,3555,0
5,3556,0
5,3557,0
5,3558,0
5,3559,0
5,3560,0
5,3561,0
5,3562,0
5,3563,0
5,3564,0
5,3565,0
5,3566,0
5,3567,0
5,3584,0
5,3585,0
5,3588,0
5,3589,0
5,3592,0
5,3594,0
5,3595,0
5,3598,0
5,3600,0
5,3601,0
5,3604,0
5,3605,0
5,3607,0
5,3616,0
5,3617,0
5,3618,0
5,3619,0
5,3620,0
5,3621,0
5,3622,0
5,3623,0
5,3632,0
5,3633,0
5,3634,0
5,3635,0
5,3636,0
5,3637,0
5,3638,0
5,3639,0
5,3640,0
5,3641,0
5,3642,0
5,3643,0
5,3644,0
5,3645,0
5,3646,0
5,3647,0
5,3648,0
5,3649,0
5,3650,0
5,3651,0
5,3652,0
5,3653,0
5,3654,0
5,3655,0
5,3656,0
5,3657,0
5,3658,0
5,3660,0
5,3661,0
5,3662,0
5,3663,0
5,3680,0
5,3681,0
5,3682,0
5,3683,0
5,3684,0
5,3685,0
5,3686,0
5,3687,0
5,3688,0
5,3689,0
5,3690,0
5,3691,0
5,3696,0
5,3697,0
5,3698,0
5,3699,0
5,3700,0
5,3701,0
5,3702,0
5,3703,0
5,3840,0
5,3841,0
5,3842,0
5,3843,0
5,3844,0
5,3845,0
5,3846,0
5,3847,0
5,3848,0
5,3849,0
5,3850,0
5,3851,0
5,3856,0
5,3857,0
5,3858,0
5,3859,0
5,3860,0
5,3861,0
5,3862,0
5,3863,0
5,3868,0
5,3869,0
5,3870,0
5,3871,0
5,3872,0
5,3873,0
5,3874,0
5,3875,0
5,3876,0
5,3877,0
5,3878,0
5,3879,0
5,3904,0
5,3905,0
5,3906,0
5,3907,0
5,3908,0
5,3909,0
5,3910,0
5,3911,0
5,3912,0
5,3913,0
5,3914,0
5,3915,0
5,7202,0
5,7203,0
5,7206,0
5,7228,0
5,7229,0
5,7233,0
5,7236,0
5,7237,0
5,7238,0
5,7239,0
5,7248,0
5,7249,0
5,7250,0
5,7251,0
5,7252,0
5,7253,0
5,7254,0
5,7255,0
5,7256,0
5,7257,0
5,7259,0
5,7260,0
5,7261,0
5,7262,0
5,7263,0
5,7272,0
5,7274,0
5,7275,0
5,7278,0
5,7279,0
5,7285,0
5,7306,0
5,7307,0
5,7310,0
5,7328,0
5,7329,0
5,7330,0
5,7331,0
5,7332,0
5,7333,0
5,7334,0
5,7335,0
5,7344,0
5,7346,0
5,7347,0
5,7348,0
5,7349,0
5,7350,0
5,7351,0
5,7356,0
5,7357,0
5,7358,0
5,7359,0
5,7365,0
5,7366,0
5,7367,0
5,7372,0
5,7373,0
5,7374,0
5,7375,0
5,7376,0
5,7377,0
5,7378,0
5,7379,0
5,7380,0
5,7382,0
5,7383,0
5,7384,0
5,7385,0
5,7386,0
5,7387,0
5,7388,0
5,7389,0
5,7390,0
5,7392,0
5,7393,0
5,7394,0
5,7395,0
5,7396,0
5,7397,0
5,7398,0
5,7399,0
5,7408,0
5,7409,0
5,7410,0
5,7411,0
5,7412,0
5,7413,0
5,7414,0
5,7415,0
5,7416,0
5,7417,0
5,7418,0
5,7419,0
5,7420,0
5,7421,0
5,7422,0
5,7423,0
5,7424,0
5,7425,0
5,7426,0
5,7427,0
5,7432,0
5,7433,0
5,7434,0
5,7435,0
5,7436,0
5,7437,0
5,7438,0
5,7439,0
5,7456,0
5,7457,0
5,7458,0
5,7459,0
5,7460,0
5,7461,0
5,7462,0
5,7463,0
5,7468,0
5,7469,0
5,7471,0
5,7472,0
5,7473,0
5,7474,0
5,7475,0
5,7476,0
5,7477,0
5,7478,0
5,7479,0
5,7480,0
5,7481,0
5,7482,0
5,7483,0
5,7484,0
5,7485,0
5,7486,0
5,7487,0
5,7528,0
5,7529,0
5,7530,0
5,7531,0
5,7532,0
5,7533,0
5,7534,0
5,7535,0
5,7544,0
5,7545,0
5,7546,0
5,7547,0
5,7560,0
5,7562,0
5,7563,0
5,7564,0
5,7565,0
5,7567,0
5,7568,0
5,7569,0
5,7572,0
5,7573,0
5,7578,0
5,7579,0
5,7582,0
5,7584,0
5,7585,0
5,7586,0
5,7587,0
5,7588,0
5,7589,0
5,7590,0
5,7591,0
5,7592,0
5,7593,0
5,7594,0
5,7595,0
5,7596,0
5,7597,0
5,7598,0
5,7599,0
5,7600,0
5,7601,0
5,7602,0
5,7603,0
5,7608,0
5,7609,0
5,7610,0
5,7611,0
5,7612,0
5,7613,0
5,7614,0
5,7615,0
5,7616,0
5,7617,0
5,7618,0
5,7619,0
5,7620,0
5,7621,0
5,7622,0
5,7623,0
5,7625,0
5,7626,0
5,7627,0
5,7628,0
5,7629,0
5,7632,0
5,7633,0
5,7634,0
5,7635,0
5,7636,0
5,7637,0
5,7638,0
5,7639,0
5,7640,0
5,7641,0
5,7643,0
5,7644,0
5,7645,0
5,7646,0
5,7647,0
5,7648,0
5,7649,0
5,7650,0
5,7651,0
5,7652,0
5,7654,0
5,7655,0
5,7656,0
5,7657,0
5,7661,0
5,7666,0
5,7672,0
5,7673,0
5,7675,0
5,7676,0
5,7678,0
5,7679,0
5,7764,0
5,7765,0
5,7766,0
5,7767,0
5,7936,0
5,7937,0
5,7938,0
5,7939,0
5,7940,0
5,7941,0
5,7942,0
5,7943,0
5,7952,0
5,7953,0
5,7954,0
5,7955,0
5,7956,0
5,7957,0
5,7958,0
5,7959,0
5,7960,0
5,7961,0
5,7962,0
5,7963,0
5,7964,0
5,7965,0
5,7966,0
5,7967,0
5,8000,0
5,8001,0
5,8002,0
5,8003,0
5,8004,0
5,8006,0
5,8007,0
5,8008,0
5,8009,0
5,8010,0
5,8011,0
5,8012,0
5,8013,0
5,8014,0
5,8015,0
5,8017,0
5,8018,0
5,8019,0
5,8020,0
5,8021,0
5,8022,0
5,8023,0
5,8024,0
5,8025,0
5,8026,0
5,8027,0
5,8028,0
5,8029,0
5,8030,0
5,8031,0
5,8036,0
5,8037,0
5,8038,0
5,8039,0
5,8048,0
5,8049,0
5,8050,0
5,8051,0
5,8052,0
5,8053,0
5,8054,0
5,8055,0
5,8260,0
5,8261,0
5,8262,0
5,8268,0
5,8270,0
5,8271,0
5,8276,0
5,8277,0
5,8278,0
5,8279,0
5,8281,0
5,8282,0
5,8283,0
5,8320,0
5,8321,0
5,8322,0
5,8328,0
5,8329,0
5,8330,0
5,8331,0
5,8448,0
5,8449,0
5,8450,0
5,8451,0
5,9284,0
5,9285,0
5,9286,0
5,9287,0
5,9292,0
5,9293,0
5,9294,0
5,9295,0
5,9296,0
5,9297,0
5,9298,0
5,9299,0
5,9300,0
5,9302,0
5,9303,0
5,9304,0
5,9305,0
5,9306,0
5,9307,0
5,9308,0
5,9309,0
5,9316,0
5,9317,0
5,9318,0
5,9319,0
5,9324,0
5,9325,0
5,9326,0
5,9327,0
5,9328,0
5,9329,0
5,9330,0
5,9335,0
5,9336,0
5,9337,0
5,9338,0
5,9339,0
5,9340,0
5,9341,0
5,9342,0
5,9343,0
5,9412,0
5,9413,0
5,9414,0
5,9415,0
5,9420,0
5,9421,0
5,9422,0
5,9423,0
5,9424,0
5,9425,0
5,9426,0
5,9427,0
5,9428,0
5,9429,0
5,9430,0
5,9431,0
5,9432,0
5,9433,0
5,9434,0
5,9435,0
5,9436,0
5,9437,0
5,9438,0
5,9439,0
5,9444,0
5,9445,0
5,9446,0
5,9447,0
5,9452,0
5,9453,0
5,9454,0
5,9455,0
5,9456,0
5,9457,0
5,9458,0
5,9459,0
5,9464,0
5,9465,0
5,9466,0
5,9467,0
5,9472,0
5,9474,0
5,9475,0
5,9480,0
5,9485,0
5,9486,0
5,9487,0
5,9488,0
5,9489,0
5,9490,0
5,9491,0
5,9492,0
5,9493,0
5,9494,0
5,9495,0
5,9496,0
5,9497,0
5,9498,0
5,9499,0
5,9500,0
5,9501,0
5,9502,0
5,9503,0
5,9504,0
5,9505,0
5,9506,0
5,9507,0
5,9508,0
5,9509,0
5,9510,0
5,9511,0
5,9512,0
5,9513,0
5,9514,0
5,9515,0
5,9516,0
5,9517,0
5,9518,0
5,9519,0
5,9520,0
5,9521,0
5,9522,0
5,9523,0
5,9536,0
5,9537,0
5,9538,0
5,9539,0
5,9600,0
5,9601,0
5,9602,0
5,9603,0
5,9604,0
5,9605,0
5,9606,0
5,9607,0
5,9608,0
5,9609,0
5,9610,0
5,9611,0
5,9612,0
5,9613,0
5,9614,0
5,9615,0
5,9640,0
5,9641,0
5,9642,0
5,9643,0
5,9796,0
5,9797,0
5,9798,0
5,9799,0
5,9804,0
5,9805,0
5,9806,0
5,9807,0
5,9808,0
5,9809,0
5,9810,0
5,9811,0
5,9828,0
5,9829,0
5,9830,0
5,9831,0
5,9836,0
5,9837,0
5,9838,0
5,9839,0
5,9840,0
5,9841,0
5,9842,0
5,9843,0
5,9844,0
5,9845,0
5,9846,0
5,9847,0
5,9848,0
5,9849,0
5,9850,0
5,9851,0
5,9852,0
5,9853,0
5,9854,0
5,9855,0
5,9924,0
5,9925,0
5,9926,0
5,9927,0
5,9932,0
5,9933,0
5,9934,0
5,9935,0
5,9936,0
5,9937,0
5,9938,0
5,9939,0
5,9940,0
5,9941,0
5,9942,0
5,9943,0
5,9944,0
5,9945,0
5,9946,0
5,9947,0
5,9948,0
5,9949,0
5,9950,0
5,9951,0
5,9956,0
5,9957,0
5,9958,0
5,9959,0
5,9968,0
5,9969,0
5,9970,0
5,9971,0
5,9972,0
5,9973,0
5,9974,0
5,9975,0
5,9976,0
5,9977,0
5,9978,0
5,9979,0
5,9980,0
5,9981,0
5,9982,0
5,9983,0
5,10016,10000
5,10017,10000
5,10018,10000
5,10019,10000
5,10024,10000
5,10025,10000
5,10026,10000
5,10027,10000
5,10112,10000
5,10113,10000
5,10114,10000
5,10115,10000
5,10120,10000
5,10121,10000
5,10122,10000
5,10123,10000
5,10144,10000
5,10145,10000
5,10146,10000
5,10147,10000
5,10292,10000
5,10293,10000
5,10294,10000
5,10295,10000
5,10296,10000
5,10297,10000
5,10298,10000
5,10299,10000
5,10300,10000
5,10301,10000
5,10302,10000
5,10303,10000
5,10316,10000
5,10317,10000
5,10318,10000
5,10319,10000
5,10328,10000
5,10329,10000
5,10330,10000
5,10331,10000
5,10332,10000
5,10333,10000
5,10334,10000
5,10335,10000
5,10336,10000
5,10337,10000
5,10338,10000
5,10339,10000
5,10340,10000
5,10341,10000
5,10342,10000
5,10343,10000
5,10344,10000
5,10345,10000
5,10346,10000
5,10348,10000
5,10349,10000
5,10352,10000
5,10353,10000
5,10354,10000
5,10355,10000
5,10356,10000
5,10357,10000
5,10372,10000
5,10373,10000
5,10374,10000
5,10375,10000
5,10376,10000
5,10377,10000
5,10378,10000
5,10379,10000
5,10380,10000
5,10381,10000
5,10382,10000
5,10384,10000
5,10385,10000
5,10386,10000
5,10387,10000
5,10388,10000
5,10389,10000
5,10399,10000
5,10400,10000
5,10401,10000
5,10402,10000
5,10408,10000
5,10415,10000
5,10419,10000
5,10420,10000
5,10421,10000
5,10422,10000
5,10431,10000
5,10433,10000
5,10439,10000
5,10441,10000
5,10442,10000
5,10443,10000
5,10444,10000
5,10445,10000
5,10450,10000
5,10451,10000
5,10453,10000
5,10454,10000
5,10455,10000
5,10456,10000
5,10464,10000
5,10466,10000
5,10467,10000
5,10469,10000
5,10470,10000
5,10471,10000
5,10472,10000
5,10473,10000
5,10474,10000
5,10475,10000
5,10476,10000
5,10477,10000
5,10478,10000
5,10479,10000
5,10480,10000
5,10481,10000
5,10482,10000
5,10483,10000
5,10484,10000
5,10485,10000
5,10486,10000
5,10487,10000
5,10488,10000
5,10489,10000
5,10490,10000
5,10491,10000
5,10492,10000
5,10493,10000
5,10494,10000
5,10495,10000
5,10500,10000
5,10501,10000
5,10502,10000
5,10503,10000
5,10504,10000
5,10505,10000
5,10506,10000
5,10507,10000
5,10508,10000
5,10509,10000
5,10510,10000
5,10511,10000
5,10512,10000
5,10513,10000
5,10514,10000
5,10515,10000
5,10516,10000
5,10517,10000
5,10518,10000
5,10519,10000
5,10520,10000
5,10521,10000
5,10522,10000
5,10524,10000
5,10525,10000
5,10528,10000
5,10529,10000
5,10543,10000
5,10551,10000
5,10553,10000
5,10554,10000
5,10559,10000
5,10560,10000
5,10561,10000
5,10562,10000
5,10563,10000
5,10564,10000
5,10565,10000
5,10576,10000
5,10577,10000
5,10592,10000
5,10594,10000
5,10595,10000
5,10596,10000
5,10597,10000
5,10598,10000
5,10599,10000
5,10600,10000
5,10602,10000
5,10609,10000
5,10610,10000
5,10611,10000
5,10612,10000
5,10613,10000
5,10614,10000
5,10615,10000
5,10624,10000
5,10625,10000
5,10626,10000
5,10627,10000
5,10628,10000
5,10629,10000
5,10630,10000
5,10631,10000
5,10634,10000
